	transcript_id	group	long_cluster	long_centroid	u_intro	u_basic job description	u_walkthrough	u_project example
71	creativity_0071	Mix	3	I'm an artist and a writer with a PhD in	"no, that all sounds good.
"	"I am a novelist and also a freelance content and copy writer. I use AI far more in my work as a content writer than when working on my novels. I work for various clients across a variety of topics but a typical project would be working for a hotel chain locate in a certain country who would ask me to write a series of articles about tourism in that area. Some such articles might cover: when is the best time to travel to said country, Some top tips for travelling there with children or pets, What are the best festivals and local events to catch in that country, etc.
"	"I use AI (generally ChatGPT) in the early stages of the article process. I first ask the model the basic premise of my article, I ask it to list the top ten festivals for tourists in France or to give me 20 tips for travelling to Portugal with children or when is the best time to visit Bali and why?
I will then use this information as a jumping off point for my own research, looking up each point that the model made, fact checking it and adding more information as I find it. 

Once I have all my research done and I have done a rough first draft, of the articles body, I tend to put that draft into a chat and ask the model to create an introductory paragraph, I do this because I always struggle to  come up with the first lines of an article, and staring at a blank page is not helpful, once the model has given me a starting point the rest of the article flows much more easily. However I always rewrite that introduction myself during my edits so that no part of the article is AI written as many of my clients prohibit this. 

I may also feed the finished article into a chat and ask the model to create a except of around 60 words, an SEO-optimised tag line and a tweet linking to the article. I do this because the model will often pull out points that I had not realised were key and I can then blend the model and my own highlights to create strong links. 

I have custom preferences set for my chats so that the model knows the clents preferese tone and style and what the end goal for the article is.
"	"In another project for a tech comparison site I was editing a series of articles comparing very similar tech products. part of my role was to add in pros and cons for each of the products in each of the articles. It was very repetitive work and when doing it myself I struggled to come up with varied pro/cons for each product each time, especially since the article and research wasn't my own so I did not know the products all that well. 
I fed the almost complete articles into a chat and asked the model to come up with 3 different pros and cons for each product mentions using information from the articles and the models knowledge of the products as a whole, stressing that each one should be different from the others and the model should avoid using generic information that could apply to all of them. 
Again the preferences were set so the model knew which tone and language to use. 
I found this method sped up my editing process considerable. I had to fact check some of the information but doing so was much faster than me struggling to create 50+ individually varied pro/cons on my own.
"
72	creativity_0072	Audiovisual	4	I'm a musician, so my projects range fro	"Yes, I'm ready to proceed
"	"I am an actress and work on various creative projects within the film industry. I am working on brainstorming ideas for my own scenes and short films. I work on crafting introductions to myself and letters to various people within the industry. I work on script and scene analysis.
"	"I like reaching for AI tools to assist me in a variety of ways. For example, I may be short on time, or just struggling to understand something within a script in which case I will use an AI tool to help me in the process of script analysis and understanding the scene as a whole, or even a line that I was unsure about. I may enquire as to different styles of acting required by sides I was given. For example, if I'm sent audition sides without much context about the project, I may use an I tool to aid my research and understand the likely genre and style of acting required. When crafting letters I also like to use AI as a second set of eyes. And I like to catch up with AI tools on some more general stuff, like working on my branding and brainstorming plotlines and scenes which would be good for me to film to show my skills and strengths. I may also enquire about some contractual information, as an initial set of eyes so I can look more into any potential issues found.
"	"Recently, I had a chemistry read that I needed to prepare for at short notice, and my acting coach was unavailable to help. Since I could not get support from my know industry contacts, I worked on it on my own with the support of an AI tool. We discussed the scene together, and the AI helped to offer some different perspectives. We also talked about some general things about the project and the chemistry read. I discussed some worries, and the AI helped me to formulate some questions to ask to clarify a few things.
"
73	creativity_0073	Fiction writing	0	I'm a writer, primarily of science ficti	"Sounds good, let's go.
"	"I'm an author of fiction, mainly Science Fiction and Fantasy, so a typical project for me would be a novel or short story that I write. My projects usually involve working for a set amount of time a day to get the words down for the first draft. I then need to revise this draft in what is a 'story draft' that is mostly to make sure the plot and other elements make sense and work, this is followed with a 'grammar draft' to check for errors like punctuation. Finally I aim for a proofread from a few people. Finally the project gets released, but then there are additional areas for marketing and promoting the book, depending if it is something I'm self-publishing.
"	"So, I've been using AI recently across all stages in various capacities so I'll go through each area with examples. First up, during the first drafting stage I've been using AI to help with research as well as finding similar works that meet the tone, genre, or overall ideas of the story I'm working on. This has included exploring the main key touchstones of a genre (e.g. What are some key components of a Survival Horror story?, What are some successful Survival Horror books, Films, TV shows and music that evokes the atmosphere). Using this I can develop some inspiration as well as using the music while writing to set the tone. 

During the drafting stage, I use AI to have a quick check of chapters as I write them (or sections depending on the word count) and ask for general feedback. I am careful to specify I don't want suggestions for the story, as I feel this could influence my writing, instead I ask for criticism on the overall tone  and feel. I use the previous conversation  to continue this so the model's know my aim (e.g. Survival Horror Genre) so it can provide relevant feedback. During this process, I sometimes ask the model to lay out the story so far into a story-template such as 'Save The Cat' or 'Three Act Structure' which can help provide a skeleton look at the story to help me navigate and see where the story is sitting in terms of plot. 

Once the first draft is completed. I often ask the AI to provide full feedback on the story and also ask questions such as 'What would a reader feel is missing? Are there any plot points that do not feel fully resolved?' to help me prepare for the 'story draft' I mentioned earlier. 

I usually work through the story draft without using AI too much, as this is the stage where I'm trying to tidy it up so less involvement makes this easier. 

For the Grammar Draft, I usually go through the draft with a checker such as Grammarly, and then once its all done I'll use another AI model to provide feedback and catch anything that may have been missed. This is about the end of the AI use for the story, as I'll turn to human proof readers for the final stages.  

However, once release, I have used AI to help create social media content, but this is an area I'm still quite new at using it for.
"	"Sure. So, a recent project was a short story I was working on for an Southern Gothic story I was working on. In this case I used the AI as I described earlier and gathered several inspiration ideas and music which lead to a playlist of music I used when writing. I then posted each chapter into the model for feedback, and the first thing that I really like was having that instant feedback on something which, as a writer, you often don't get feedback until you've finished the whole thing which can take a long, long time!! As such, this provided me with a great motivation to keep going as well as helping me to refine and see my ideas coming to life within the story structure. It really made the process flow better. I did have to reiterate the 'give me feedback not suggestions' aspect a couple of times, but this is something I can see developing as I use the model more often.
"
74	creativity_0074	Audiovisual	4	I'm a musician, so my projects range fro	"Yes sounds good, let's start!
"	"I am an assistant audio engineer at a recording studio. The majority of the work I do involves recording musicians, and mixing/mastering records after the fact.
"	"The past couple of years there have been a number of AI audio tools that have hit the market. One I have been using just today is a 'stem splitter' called SpectraLayers. There are a number of tools now that are able to create individual audio files for the different instruments in a recording even if you only have a single stereo file to begin with. There can be artifacts, and inconsistencies but it has been improving consistently over time. This used to be a simply impossible task prior to AI. You could try to EQ a recording to isolate a single instrument but it would always be nowhere close to the level achievable now. There are also AI tools by a company called Izotope that do a great job at analyzing audio and removing buzzes, hums, clicks, noise and reverb. I also use ChatGPT in my day to day in a few situations.
It tends to be my first resource when I am looking for information on a piece of gear, or for a creative solution to a signal flow issue I'm running into. For example I have been researching getting a footswitch to integrate into the talkback system of our console. I used chatgpt to find possible products, and ask how that could be achieved or if there are any easier ways to achieve the job. Also, I tend to use ChatGPT a lot for planning tasks, so planning sessions or setting up schedules i use it for. Finally while writing a piece it will sometimes come out to help someone come up with a rhyme or some inspiration for lyrics
"	"Is that including the audio AI tools?
Today I have been tasked with trying to take a rough single recording of a live performance of a few bands and split the audio into several different tracks and try my best to make it salvageable so that it can be mixed in the future. This task would have been all but impossible without the tool I am using. We pretty much would have been forced to just use the recording as is but now, I can split the instruments and apply separate processing and levels to each piece of the band to make it sound passable. It feels great to be able to use a recording that was not ideal in the first place. A lot of times in the past when you would mess up during the recording process you were just screwed, either rerecord or accept the bad sound, but now nearly anything is salvageable.
"
75	creativity_0075	Content writing	2	I work on writing research style blogs t	"Nope, I'm ready!
"	"I have two main interests when it comes to project work, web-development and Android app development. I'm currently working on an Android project.
I'm a solo developer for this project, so I'm involved in every aspect of development, from planning, to development, testing, etc.
"	"I have to really utilize AI in the planning stages, as the ideas already exist. What I've found thus far is that AI fills the gaps when official documentation doesn't meet my needs.
"	"At first, I put a considerable amount of time and effort into scouring through Google's official documentation for modern Android development, however, as I continued in the earliest stages of product planning and development, I learned that my time was better served utilizing AI to help answer questions about my project.
I think its important to note that I have years of experience with coding, but not much experience with Android. By that, I mean, compared to someone who might be considered very skilled. Thus, I began to realize early on that AI was very capable of assisting with ensuring that I understood the basic concepts, kept my data layer and UI layer separate, helped to ensure that my files would work together, and most importantly, assisting with debugging and errors.
"
76	creativity_0076	Audiovisual	4	I'm a musician, so my projects range fro	"Sounds good! I don't have any questions yet.
"	"I manage a performance ""group"" (which is just my husband & I) so I'm in charge of sending quotes to potential clients, creating invoices, gathering booking details, communicating with clients, and keeping up with all the ins and outs of the actual performances (such as our costumes, music, and order of props).
"	"I struggle with writing TOO much when it comes to performance descriptions, website blurbs, social media posts, gig quotes, and emails to clients. AI helps me improve my writing skills to be more concise and use key ""action"" terms that help the website get more hits. I keep collections of messages and quotes to quickly reply to quote requests, so I reach out to AI for help with the wording every few weeks or so, or when I need help writing a ""short"" social media post about an upcoming event. I also design cover images for some events (combining our promo images with those from the client or event page) so I occasionally get help from AI with the arrangement of images (without using AI generated graphics).
"	"I needed an updated ""blurb"" describing our performance services (circus arts, LED glow & fire shows) and I'd been teaching Gemini my ""handwriting"" by pasting previous emails and quotes for them to learn from (I asked Gemini their preferred pronouns & they said ""it"" or ""they"" - I prefer ""they) as well as assistance with writing previous quotes, social media posts, and emails to clients. I started out by providing the existing ""blurb"" along with a list of ideas for what needed to change. We then went back & forth with drafts until we had a new version that we both felt had a good balance of concise and informative, without overwhelming the potential client with too much information (or questions) all at once.
"
77	creativity_0077	Mix	3	I'm an artist and a writer with a PhD in	"Sounds good!
"	"I work as a freelance photographer, photo editor, and graphic designer. I probably use AI most when I am editing. Because I am freelance I don't have ""typical"" projects, they are all fairly different.
"	"I often use the AI tools that are built into Photoshop when I am editing photos. One of my clients is a clothing company, and they often ask for me to do edits like changing the color of something, adding details, or switching fabrics, and this is where I use AI to make that process faster. I also often use it when I want to change the background of an image, either swapping it out for a completely different background or removing unwanted items from an image.
"	"Recently I was editing a picture for a client where they wanted me to add red bias tape to the back slit of a dress along with an embroidered heart. If I had to do this ""by hand"" it would have taken me a couple of hours, searching for images of the things that needed to be added and making them fit into the existing image without looking like they were pasted on. I used Photoshop AI to generate the edits to the garment, and after some fiddling with my prompts I was finished with the edits in 15 minutes instead of hours. It is great to be able to deliver high quality images to a client without as much work.
"
78	creativity_0078	Art, design, crafts	1	I do a variety of creative work. I am se	"That sounds good to me.
"	"I'm creating an animated series that is beyond just the show. The show itself is created in a painterly style with an immersive world of different characters and backgrounds. The basic idea of the show is after an apocalyptic event a wife tries to find her husband but starts to realize that maybe the event was caused by someone and not something. My typical project is creating a story line, characters and the finally animating it all into a scene.
"	"I use the AI to deepen the lore of the world and the characters inside. For example, there is a government faction that believes they know what's best for the world so I used the AI to create names, background stories and beliefs so that I don't have to spend too much time on those details. It also helps that I can just ask the AI about a character rather than have to find what I'm looking for through pages and pages of notes. I also use the AI to link in-series events with real world events so that the show borders on reality but is still a little sci-fi. I also use the AI to create reference images that I base the characters on so that I can get a front and side view from the AI and model it out from there. I also use the AI to plan out the plot line for each season and each episode. I know the rough direction that I want the show to go but the AI gives me some out of the box options that I wouldn't have thought of otherwise. And lastly, I also use the AI to create textures for UV maps.
"	"I am creating a teaser trailer for social media and I used the AI for a lot of it. One of the first things was making sure I wasn't giving away too much of the story. So I told the AI what my vision was and it suggested ways to make it more mysterious. I also used the AI to explain how to do different techniques within Blender (3d modeling software) such as parallax images. The AI to me is like an assistant that has great ideas and I never feel like it's taking anything away from the creative process. The scenes and characters are all based on my descriptions and the AI helps me take it from good to great.
"
79	creativity_0079	Art, design, crafts	1	I do a variety of creative work. I am se	"Sounds good to me!
"	"I currently have a small business where I paint and sell paper banners for events and occasions. Typically, I receive an order from a customer, sketch out a design digitally, and then paint the banner as requested.
"	"I typically use AI tools in the brainstorming process. Additionally, I implement AI tools in planning and organizing social media posts and scheduling.
If I am looking to create designs for a certain holiday or more general event, I will ask the AI tool or service for some key motifs or design elements/ slogans that I can implement in the design. Same goes for whatever may be trending currently that I would like to sketch to draw attention to my social pages.
"	"Just this past week I wanted to put out a post running a sale on mini banners for the final episode of The Summer I Turned Pretty. I haven't watched the show, so I asked for some key themes of the show that I could use on a banner. The AI told me that the trending topics are Team Conrad vs. Team Jeremiah and gave me a quote from each character that I then drew up n a banner. I felt okay with this because I was just using the AI as a helping tool, and not to make the design for me.
"
80	creativity_0080	Mix	3	I'm an artist and a writer with a PhD in	"No
"	"I write both children's stories and picture books as well as how-to articles, short stories, and books for adults. I use AI more for my children's writing and for picture book design. I do use it for inspiration sometimes, but I use it more often for helping me come up with image ideas because I'm not an artist; I self-publish so being able to see images and work with those helps a lot.
"	"I have to split text so it spreads onto different pages for picture books. These are simple books, so the images have to say a lot. I can sometimes work with a few images created by AI and manipulate those or make changes to those to keep going with the story. The images also give me ideas for directions I can go and little tweaks I can make in the text.
"	"Right now I'm working on a PB that takes place in a zoo at night with several different animals that support the protagonist who finds himself in hot water beginning on page 1. For example, the MC is a hippo, and some of the supporting characters are a parrot, family of lions, family of monkeys, and a mouse. I've had this idea for a few years, and I even had someone work on the illustrations for it before, but I was not satisfied at all with what the artist came up with. On the other hand, the AI has came up with several really good ideas that have matched my vision of what I want this to look like, which is great! If only it could teach me how to draw the images :). That would be phenomenal because as I said, I am not an illustrator. If I was, then I could bring what's in my head to life better than what I can now. The AI does help a lot with pulling together elements that I need in the images; for example, in one image for this PB I needed the hippo drinking / gulping all of the water out of his watering hole. It took a few attempts, but I did get an image of him slurping up the water with a very full belly and mouth, which led me to thinking that an even better image would be him lying down with a huge belly, an almost empty watering hole, and an ""I can't possibly take one more sip!"" look on his face.
"
81	creativity_0081	Fiction writing	0	I'm a writer, primarily of science ficti	"No questions. Sounds good.
"	"I'm a multi-genre author under the speculative fiction umbrella, so I write everything from post-apocalyptic thrillers to sci-fi love stories. I started out in traditional publishing writing romance, but later switched to self-publishing, which means I'm responsible for all stages of creating a book, including the editing, proofreading, cover design, marketing materials, etc. A typical project starts out with 6 months to over a year of the actual writing, followed by the editing process, then making the book cover. I also usually make a book trailer for social media, along with other marketing materials. I document my writing process on social media (I use X) and sometimes post images representing various scenes I'm currently working on.
"	"I do the actual writing myself, but I often use AI for the research, and it's very helpful! As an example, for my current book, I have a character who had a medical issue, and I used AI to tell me exactly what doctors would likely do in her situation upon her arrival to the emergency room. What procedures and tests would happen and in what order, what they would likely say to her, when she would get answers, how long she would have to be hooked up to breathing machines or recovering after surgery, etc. Another thing AI has been useful for is creating art and video for book covers, trailers, and other promotional materials. I always made my own book covers using stock art in the past, so rather than using AI to generate a completed cover, I use it to make various elements that I edit together creatively. Same with the book trailers. I get a bunch of short clips and make them into a film. More recently, since it's improved at making text, I've also been using it to design unique text for my titles. During the writing process, I sometimes describe the scene I'm working on, get an image, and post it to my X account with an update on the writing process and the current scene. This is an interesting way to share what I'm creating.
"	"For my most recently released post-apocalyptic series, I used AI to create a book trailer. I used Midjourney to make the images and Runway to animate them. I also used video clips made in Pika video generator. At the time, I thought it was really cool, but this was a couple years ago, and the video tools have improved so much since then that it looks pretty bad now. I've always really enjoyed editing film, so these projects are great fun for me.
"
82	creativity_0082	Content writing	2	I work on writing research style blogs t	"I'm ready.
"	"My website is [REDACTED]. Can you take a look at that? It will answer a bunch of questions.
"	"So AI is not involved in the actual creative process for making a terrain carving. Any creative aspects originate entirely from my mind. I do find AI to be useful for secondary aspects of my art, however. I've used AI to generate a business plan template, to generate keywords and tags for my website, to create a product listing template, and to play around with logo generation, among other things. I do have other interests like songwriting, in which I've attempted to use AI for the generation of creative content, mainly lyrics. But these attempts have not proven to be very successful.
"	"Somewhat surprisingly, and thanks to Google Note's version history feature, here's a sample of an AI generated lyrical verse that I rejected. I found it just too explicit and a bit contrived. Further prompting, attempting to emulate certain styles proved unsuccessful as well.   ""Your billions can't buy freedom, your mansions built on sand,
The air you breathe, the water, they slip through your command.
You can't pay, won't pay? We echo it right back,
No price tag on justice, no deal on freedom's track.""
"
83	creativity_0083	Fiction writing	0	I'm a writer, primarily of science ficti	"Sounds good, I don't have any questions.
"	"I vary from screenwriting, songwriting, and copywriting. A typical screenwriting project might be a pilot episode of an original idea or a spec episode of an existing show I like. For songs, I mostly write pop or pop rock songs, but I also help a friend with some briefs for KPOP. For copywriting, it depends on the client, but the most common is event announcements for an organization's newsletter.
"	"I mostly just use AI for pre-planning or brainstorming for teleplays. For example, I have an original concept involving characters from different classic literature novels being in the same world, so I've used AI to remind myself of the plots of those novels (Moby Dick, Alice in Wonderland, etc.) and do some in depth character analysis of both major and obscure characters from those books. For spec scripts, I might ask it for a summary of a previous season or also do a character dive on the character from the show. For songwriting, I've asked for rhymes or if the syllable pattern makes sense. For copywriting, I usually just run it through for proofreading and ask if it can be improved or clarified.
"	"This was more for fun, but I wrote a spec script of the golden girls. I ran some of the dialog through and asked it if the dialog I wrote was believable/true to the characters from the show. Like capturing Dorothy's sarcasm, Sophia's mischievousness, Blanche's flirtatiousness, and Rose's gullibility. I also provided it with an outline of the plot i came up with and asked if there were any gaps and if there was already an episode with a similar plot.
It felt okay. I crave feedback all the time and have a thick skin, so I did feel it was a little too nice. It felt like it was just telling me what I wanted to hear, tbh, basically affirming that I did a good job at capturing the characters. I had some reservations of ""feeding"" my own creative work to the model, but since it was just a spec script of an existing IP from over 30 years ago, I didn't ultimately feel like my creative work was at risk of being consumed by the model and used without my permission.
"
84	creativity_0084	Content writing	2	I work on writing research style blogs t	"That sounds perfectly fine.  I'm ready when you are!
"	"I'm a writer.  I maintain a small website and frequent a couple of social media platforms as a way of directing traffic to said website.  On my website, I alternate between short stories, longform stories, and nonfiction topics (mostly about roleplaying games and using hard science to develop the background of fictional settings).  I make my money by selling products related to my writing, such as shirts with my more popular characters on them or self-published books.  It doesn't make a lot of money, but I do alright; I average a few thousand visitors a week.
"	"I'll give an example of a project I'm working on right now.  I'm getting ready to write a series of activity books- those books that are popular with kids, that contain puzzles, coloring pages, and bits of writing.  I thought it would be fun to develop the lore for a singular setting using these books, ostensibly oriented toward children but actually containing enough information that they would be useful for adults who wanted to run a roleplaying game (such as D&D) in said setting.  First, though, I need to establish the setting, and that's where AI has come in.  I'm using an AI to bounce ideas off of and see what needs to be more developed, and whether what I've got planned makes sense.  For example, I initially thought of a world that was both large and had lower gravity than Earth; the AI I talked to pointed out that something weird would have to be going on under the surface in order for that to make sense, and then suggested that the world was hollow- which I loved!  As of a couple hours ago, I was asking the AI what the weather would be like in my setting, and I used its response to build a description in a vignette that I plan on including in the first activity book.
"	"In general, the process looks like this:  I present the AI with a suggestion, and effectively ask ""if real-world physics applies, how would this work?""  The AI will, depending on what specific thing I'm asking about, either explain what physics says would happen, or it will point out (like with the too-big-for-low-gravity setting above) that normally that couldn't work, then suggest ways to change what I've got so that it could work.  If the former happens, I'll introduce a complication to add depth to the setting (e.g. ""What would the tides look like with three moons?"").  If the latter happens, I'll go with the suggestion that has the most interesting implications, or sometimes I'll go with none of them because some offhand comment by the AI has inspired me to go in a different direction.  Either way, the process repeats itself.  I'll often dip into other sciences; in my current project, I've touched on astrophysics, orbital mechanics, physics, atmospheric science, avionics and biology, and I'm still working on it.
"
85	creativity_0085	Art, design, crafts	1	I do a variety of creative work. I am se	"Sounds good, no questions yet.
"	"I work in social media marketing and digital projects.  I typically do posts for Instagram and TikTok and website banners. I also do graphics for TVs.
"	"AI can be useful to come up for ideas for social media content and keep up with trends. I use it to brainstorm ideas occasionally. I also use it to proof read scripts for TikToks.
"	"I worked on a project recently that was translating library jargon into Gen Z slang. I used it to come up with put library terms into funny Gen Z terms that would be better for students to understand.
I inputed the jargon I wanted to include into Chat GPT and said translate this into Gen Z terms in a sentence.
"
86	creativity_0086	Fiction writing	0	I'm a writer, primarily of science ficti	"That sounds great, Claude. Let's go!
"	"I am a screenwriter and my project usually involves writing a feature length screenplay, revising a screenplay, collaboration with others on co-writing scripts, perhaps writing short scripts (fewer than 20 pages). Last year I sold two animated short scripts. I also do standup comedy, so another creative project I would do would be to write a set that would be delivered anywhere between 5-15 minutes in length. Finally, I'm thinking about adapting one of my favorite screenplays into a novel (but I haven't done that yet).
"	"With standup, I have inputted parts of my set into AI to help me brainstorm ways to extend a joke, or do call-backs from jokes earlier in my set. Recently, I used AI extensively to come up with many angles on the theme: women over 50 are invisible in society. 

As for my screenplays, I've primarily used it to do character building: quickly access popular names of people of a specific generation, or even quickly understand what their personalities could be based on their enneagram number.
"	"Like I said, the most recent one that comes to mind is I was working on a standup set where I wanted to talk about how women over 50 are invisible. I asked AI to provide me with some possible answers to ""I'm so invisible..."" It provided me one that I partially used: ""I'm so invisible, even my Apple watch didn't record my steps."" I used that answer, but then added (after a beat): ""I mean, I don't exercise, but still!""
"
87	creativity_0087	Content writing	2	I work on writing research style blogs t	"That sounds great! I do not currently have questions, but may have some later.
"	"I am a freelance writer and novelist and also make videos for TikTok and YouTube. Typical projects are my longer novels at 50k-100k words, though I also have done guided meditation scripts quite a bit.
"	"I usually start off my process by talking to an LLM and instructing it to guide me through the process, including schedules, checklists, and required research for that project. Example prompts include:
""I'm writing a high fantasy novel set in a temperate jungle climate. Give me a list of countries and cultures to research, create a short description of how this may differ from a typical eurocentric based fantasy, and walk me through a detailed process of drafting including Character Arcs, 3 levels of outlining the project as a whole, and how to pace scenes and chapters.""
""I am working on a reality shifting guided meditation for a Henry Danger based DR. Please give me 3 different examples for guided meditation practices, a list of 15 immersive affirmations, a brief overview of the show including the general vibes, and a short 2nd person narration of waking up in Swellview and attending SVHS.""
"	"Recently I used AI to speed run a creative project by asking it to create a 7 day fast drafting guide. It had to hit all of the major writing concepts such as in-depth world building, full characters arcs, plot progression, narrative themes, and tips for foreshadowing. 
I immediately started outlining the draft in another document and would either ask questions, request it go in more depth for a specific day, or to continue with the next day.
I actually ended up outlining a 4 part novel series with 12 main characters over the course of 5 days, and am preparing to move onto the research phase. Though I will probably try a different LLM for the part because, while the model did well with the planning phase, it was not very helpful in recommending good resources for learning more about Thailand and Thai fairy tales. 
Overall I was happy with the first results and it was extremely helpful for someone with ADHD as well as other neurological disorders that make staying on track incredibly difficult. The model was also very encouraging.
"
88	creativity_0088	Content writing	2	I work on writing research style blogs t	"Sounds good. I'm curious about what we'll talk about.
"	"I'm a freelance copyeditor, proofreader, and occasionally a writer. I have regular clients who give me work each week, and more sporadic bundles of work, too. I work mostly with nonfiction, short-form stuff for organizations, preparing blog posts and sometimes reports.
"	"I don't use AI too much, to be honest. But sometimes I'll ask AI for help with a particular section that's giving me trouble. Like if a certain paragraph is reporting lots of data, this can be annoying to express smoothly, so I'll ask an AI for advice.
"	"Sure thing. A specific example involves a blog post that was reporting participant ratings on a certain audio streaming service. This paragraph needed to include a wealth of ratings plus statistical information. I've anonymized it here, but something like ""The mean rating for [service A] was 61.7, and for [service B] was 67.8; the difference was statistically significant ((t(104) = 2.28, p = .025). For [service A] the 95% confidence ranged from 58.2 to 68., and for [service B] it ranged from 66.7 to 76.1.""

It's striking a balance between being casually readable and more technical. Some of the readers of this particular site's posts are just casual readers, and some are professionals who want the statistical context, so just cutting down on the numbers isn't really an option.
I asked the AI, I think it was ChatGPT, how I make this more readable without removing any of the numbers. It first suggested using a table, which I think is an OK suggestion, but we rejected it ultimately since that particular blog post already had a couple tables. So instead it said to use a couple bullet points, one for Service A, and one for Service B, and putting the significance information immediately below.
I went with the bullet points, as that was easily readable while still containing all the information needed.
"
89	creativity_0089	Art, design, crafts	1	I do a variety of creative work. I am se	"Sounds great.  Let's begin.
"	"Well, I am a graphic designer.  I primarily design creative supplies for crafters.  Some examples of the types of things I create are digital scrapbook kits, stickers, junk journal ephemera and supplies, digital papers, and labels.  A typical project begins with me deciding on a theme and a color palette, then exploring design ideas, then initial sketches and detailed design work, refinement, and digital packaging.
"	"I use AI throughout several steps.  If I don't already have a color palette and theme decided on, I start there with AI assistance.  I typically will say something like ""I am creating a fall themed scrapbooking kit.  Give me an image with some color palette ideas.""  I might also upload a color palette I'm going to use and ask AI to give me 10 theme ideas.  Once I have decided on my color palette and theme, I will do some brainstorming work on my own.  After this step, I will go to AI and give it my color palette and theme, then ask it to generate a list of things I could include in a scrapbook kit.  From there, I will use AI to generate inital sketches or ideas for the style I might use for some of the items.  This could look something like telling the AI I'm creating a happy mail themed scrapbook kit with a color palette (I'd upload the image).  I would ask it to create an image with several ideas for stickers or elements I could include.  I typically will have a pretty long conversation with AI where I continue to ask it to generate idea images.  After this step, I go back and look at all the ideas it gave me, and I will take note of what I want to include in my kit.  At this point, I go to my Procreate app and start drawing/creating things.  Occasionally if I am having trouble, I'll have AI create an element of something tricky - like maybe I can't get my squirrel to look like a squirrel.  Once it generates something, I will download one I like and use it as a reference for my artwork.  Once I've completed my kit, I will typically upload it to AI and ask it to tell me what it is missing or what would make it look better.
"	"Yes, I actually just began a new kit 2 days ago and had a lengthy conversation with AI.  I first provided my color palette image and theme I had decided on - which was the fall happy mail theme.  I first asked it a more broad request, which was something like ""I am creating a fall happy mail themed scrapbooking kit.  Give me an image of a bunch of elements you think would work well for it using these colors.""  I then asked it to give me more a few times until there were quite a few to choose from.  It started using the wrong colors at one point, so I refined the results by reminding it that it needs to use only the colors I provided.  Once I had a large selection of ideas, I narrowed it down.  For example, one of the elements it gave me was an owl.  I asked it to provide me with an image of several different owl element designs similar to the one it already gave me.  I did this with any elements I was interested in, like squirrels, cats, mushrooms, foliage, leaves, envelopes, etc.  I then asked it to create a sheet of word art.  I went through the same process, asking it to create more of the types I liked and refine them as needed.  I am currently at the stage of drawing my kit.  While drawing, I will open my conversation with AI to see some of the ideas it gave me and go from there.  Once I'm done drawing everything I think I'll need, I'll create a kit preview myself in Photoshop, then upload an image of it to AI to ask for its feedback on how I can improve it.
"
90	creativity_0090	Art, design, crafts	1	I do a variety of creative work. I am se	"Sounds good
"	"I'm a freelance 3D creature and character artist, I work primarily in video games and 3D print. Typically, I'll be contracted to take a design or concept someone else made and turn it into a 3D model that is ready to either be animated or 3D printed
"	"Sometimes clients don't have a set design in mind, so I use generative AI to help me brainstorm design ideas. I've also used it to generate alternative angles of pieces if I was only provided with one view. 3D pieces typically need to look good from every angle, but the 2D images I work from only show one, so AI has been helpful to fill in gaps.
"	"Unfortunately most of my client work is under NDA so I can't discuss a specific project, but I've used AI to help me with personal work, as well. I recently came up with an idea for a D&D character I will be playing in a campaign with some friends, and decided I wanted to sculpt her. I used Photoshop's Firefly to generate a few different ideas of what she might look like, collaged some parts of the images together, and then used the result as a concept for the sculpting.
"
91	creativity_0091	Art, design, crafts	1	I do a variety of creative work. I am se	"Sounds Good! No questions here. Let's begin.
"	"I'm a graphic designer/web designer, with additional skills in web development. I typically work on a wide range of projects from logo design, branding system development, website design, packaging, presentations, motion graphics, and video production. I typically work in a very fast-paced environment with tight deadlines.
"	"I will sometimes use AI for small tasks to help jumpstart my creativity or come up with some baseline ideas, for example to come up with ideas for memorable headlines or taglines. I've used it for code a couple times, although its sometimes easier for me to just build things myself so that I can structure the code in accordance with my personal workflow. The majority of the AI that I use within my process is using generative AI for imagery. For example, every designer knows the feeling of finding the perfect image for their design, only to find out it wont fit right within the layout. With generative AI, I'm able to quickly extend image backgrounds, change the color of clothing, remove elements from the background, add objects that aren't there, etc. These are all tasks that would have taken hours worth of cloning or splicing parts of different images together in order to look at best, slightly unnatural. Now with generative AI, all this can be expertly completed in under a minute with incredible accuracy.
"	"The most recent project was designing album artwork that I created by using AI generated images from Adobe Firefly, I then spliced elements from them a bunch of images together to create a cohesive image. I used generative AI to add details that weren't there like flames and light effects, and to fix certain details on someone's face. For me, it was really exciting to see how all of this imagery was created just by simply imagining something in my head, me describing it, and then seeing it show up on the screen moments later, often better than I had even imagined it.
"
