transcript_id,role,section,section_raw,n_sents,n_words,n_verbs,n_aux,n_verbs_total,n_nouns,n_propn,n_nouns_total
creativity_0090,user,walkthrough,walkthrough,3,76,12,5,17,16,0,16
creativity_0090,user,project_example,project example,3,101,13,6,19,15,4,19
creativity_0090,user,dynamic,dynamic,4,155,23,8,31,23,3,26
creativity_0090,user,changed_aspects,changed aspects,4,113,12,10,22,22,0,22
creativity_0090,user,concerns,concerns,5,186,25,12,37,34,0,34
creativity_0090,user,future,future,4,185,24,8,32,31,0,31
creativity_0090,user,extra_comments,extra comments,4,145,16,17,33,27,2,29
creativity_0091,user,intro,intro,3,11,3,0,3,1,0,1
creativity_0091,user,basic_job_description,basic job description,3,61,3,1,4,23,0,23
creativity_0091,user,walkthrough,walkthrough,7,199,22,12,34,45,0,45
creativity_0091,user,project_example,project example,3,114,16,5,21,19,3,22
creativity_0091,user,dynamic,dynamic,3,52,11,3,14,6,0,6
creativity_0091,user,changed_aspects,changed aspects,4,68,10,4,14,10,1,11
creativity_0091,user,concerns,concerns,3,95,13,8,21,24,1,25
creativity_0091,user,future,future,4,124,16,9,25,23,0,23
creativity_0091,user,extra_comments,extra comments,1,8,0,1,1,0,0,0
creativity_0092,user,intro,intro,1,10,3,0,3,0,0,0
creativity_0092,user,basic_job_description,basic job description,14,371,49,21,70,66,5,71
creativity_0092,user,walkthrough,walkthrough,14,298,36,13,49,51,3,54
creativity_0092,user,project_example,project example,7,266,28,10,38,51,6,57
creativity_0092,user,dynamic,dynamic,9,228,19,15,34,40,9,49
creativity_0092,user,changed_aspects,changed aspects,10,293,28,25,53,44,4,48
creativity_0092,user,concerns,concerns,11,308,34,18,52,54,4,58
creativity_0092,user,future,future,7,194,17,17,34,38,3,41
creativity_0092,user,extra_comments,extra comments,3,52,4,2,6,7,0,7
creativity_0093,user,intro,intro,1,5,2,0,2,0,0,0
creativity_0093,user,basic_job_description,basic job description,2,38,2,2,4,11,0,11
creativity_0093,user,walkthrough,walkthrough,2,42,4,0,4,18,0,18
creativity_0093,user,project_example,project example,3,98,15,4,19,20,2,22
creativity_0093,user,dynamic,dynamic,4,101,15,5,20,18,0,18
creativity_0093,user,changed_aspects,changed aspects,1,23,4,2,6,5,0,5
creativity_0093,user,concerns,concerns,2,33,4,1,5,9,0,9
creativity_0093,user,future,future,0,0,0,0,0,0,0,0
creativity_0093,user,extra_comments,extra comments,2,89,16,7,23,10,0,10
creativity_0094,user,intro,intro,2,6,3,0,3,0,0,0
creativity_0094,user,basic_job_description,basic job description,5,58,7,5,12,12,0,12
creativity_0094,user,walkthrough,walkthrough,5,102,15,4,19,21,0,21
creativity_0094,user,project_example,project example,5,110,17,2,19,22,0,22
creativity_0094,user,dynamic,dynamic,3,96,12,7,19,19,0,19
creativity_0094,user,changed_aspects,changed aspects,3,42,5,1,6,5,0,5
creativity_0094,user,concerns,concerns,3,48,7,2,9,11,0,11
creativity_0094,user,future,future,1,61,8,6,14,13,0,13
creativity_0094,user,extra_comments,extra comments,1,7,1,1,2,0,0,0
creativity_0095,user,intro,intro,1,8,2,0,2,0,0,0
creativity_0095,user,basic_job_description,basic job description,11,235,32,7,39,37,0,37
creativity_0095,user,walkthrough,walkthrough,11,268,26,21,47,49,1,50
creativity_0095,user,project_example,project example,9,171,21,11,32,34,2,36
creativity_0095,user,dynamic,dynamic,4,117,12,14,26,22,1,23
creativity_0095,user,changed_aspects,changed aspects,3,86,12,5,17,13,2,15
creativity_0095,user,concerns,concerns,6,135,14,11,25,22,1,23
creativity_0095,user,future,future,6,134,18,12,30,14,0,14
creativity_0095,user,extra_comments,extra comments,1,2,0,0,0,0,0,0
creativity_0096,user,intro,intro,1,9,2,1,3,0,0,0
creativity_0096,user,basic_job_description,basic job description,6,148,17,10,27,32,0,32
creativity_0096,user,walkthrough,walkthrough,6,168,24,13,37,27,3,30
creativity_0096,user,project_example,project example,4,161,16,17,33,22,1,23
creativity_0096,user,dynamic,dynamic,12,251,37,24,61,39,3,42
creativity_0096,user,changed_aspects,changed aspects,3,97,15,7,22,14,1,15
creativity_0096,user,concerns,concerns,6,159,23,13,36,25,2,27
creativity_0096,user,future,future,3,85,12,15,27,6,1,7
creativity_0096,user,extra_comments,extra comments,3,18,3,2,5,1,0,1
creativity_0097,user,intro,intro,1,3,1,0,1,0,0,0
creativity_0097,user,basic_job_description,basic job description,2,55,4,3,7,21,0,21
creativity_0097,user,walkthrough,walkthrough,2,64,9,1,10,19,0,19
creativity_0097,user,project_example,project example,11,300,50,5,55,56,1,57
creativity_0097,user,dynamic,dynamic,4,107,16,6,22,22,1,23
creativity_0097,user,changed_aspects,changed aspects,3,114,20,12,32,14,0,14
creativity_0097,user,concerns,concerns,7,189,22,19,41,26,1,27
creativity_0097,user,future,future,5,154,15,8,23,39,0,39
creativity_0097,user,extra_comments,extra comments,1,106,12,8,20,16,1,17
creativity_0098,user,intro,intro,1,8,1,0,1,1,0,1
creativity_0098,user,basic_job_description,basic job description,5,151,18,13,31,21,0,21
creativity_0098,user,walkthrough,walkthrough,7,225,30,10,40,47,2,49
creativity_0098,user,project_example,project example,6,219,30,12,42,35,0,35
creativity_0098,user,dynamic,dynamic,4,199,25,14,39,27,2,29
creativity_0098,user,changed_aspects,changed aspects,5,120,14,7,21,19,2,21
creativity_0098,user,concerns,concerns,2,127,13,12,25,24,3,27
creativity_0098,user,future,future,5,146,21,11,32,26,2,28
creativity_0098,user,extra_comments,extra comments,1,19,5,0,5,1,0,1
creativity_0099,user,intro,intro,1,6,1,0,1,0,0,0
creativity_0099,user,basic_job_description,basic job description,7,105,16,7,23,22,0,22
creativity_0099,user,walkthrough,walkthrough,12,266,38,20,58,46,2,48
creativity_0099,user,project_example,project example,7,194,29,11,40,32,2,34
creativity_0099,user,dynamic,dynamic,2,21,4,2,6,2,1,3
creativity_0099,user,changed_aspects,changed aspects,3,58,9,2,11,11,0,11
creativity_0099,user,concerns,concerns,2,46,5,3,8,8,0,8
creativity_0099,user,future,future,3,90,12,5,17,17,0,17
creativity_0099,user,extra_comments,extra comments,1,4,1,0,1,1,0,1
creativity_0100,user,intro,intro,2,7,3,0,3,0,0,0
creativity_0100,user,basic_job_description,basic job description,3,55,4,4,8,12,0,12
creativity_0100,user,walkthrough,walkthrough,1,47,8,1,9,13,1,14
creativity_0100,user,project_example,project example,18,508,82,34,116,89,4,93
creativity_0100,user,dynamic,dynamic,3,74,12,0,12,14,0,14
creativity_0100,user,changed_aspects,changed aspects,4,116,12,9,21,23,1,24
creativity_0100,user,concerns,concerns,2,52,5,5,10,15,0,15
creativity_0100,user,future,future,5,154,17,9,26,38,3,41
creativity_0100,user,extra_comments,extra comments,2,11,2,1,3,0,0,0
creativity_0101,user,intro,intro,1,9,2,0,2,1,0,1
creativity_0101,user,basic_job_description,basic job description,3,94,12,1,13,25,0,25
creativity_0101,user,walkthrough,walkthrough,24,588,103,24,127,113,5,118
creativity_0101,user,project_example,project example,8,308,31,13,44,67,3,70
creativity_0101,user,dynamic,dynamic,8,263,39,11,50,39,2,41
creativity_0101,user,changed_aspects,changed aspects,7,230,28,20,48,40,0,40
creativity_0101,user,concerns,concerns,5,256,39,12,51,44,1,45
creativity_0101,user,future,future,11,254,41,20,61,40,2,42
creativity_0101,user,extra_comments,extra comments,1,1,0,0,0,0,0,0
creativity_0102,user,intro,intro,1,7,2,0,2,1,0,1
creativity_0102,user,basic_job_description,basic job description,10,341,53,18,71,55,0,55
creativity_0102,user,walkthrough,walkthrough,4,134,14,9,23,25,1,26
creativity_0102,user,project_example,project example,3,130,15,9,24,30,0,30
creativity_0102,user,dynamic,dynamic,5,171,17,15,32,26,1,27
creativity_0102,user,changed_aspects,changed aspects,3,123,16,7,23,17,1,18
creativity_0102,user,concerns,concerns,17,461,52,38,90,60,0,60
creativity_0102,user,future,future,11,355,45,24,69,57,4,61
creativity_0102,user,extra_comments,extra comments,1,4,1,0,1,0,0,0
creativity_0103,user,intro,intro,1,8,1,1,2,0,0,0
creativity_0103,user,basic_job_description,basic job description,4,75,11,4,15,29,0,29
creativity_0103,user,walkthrough,walkthrough,2,50,8,1,9,15,1,16
creativity_0103,user,project_example,project example,12,330,37,21,58,81,2,83
creativity_0103,user,dynamic,dynamic,5,112,19,7,26,28,1,29
creativity_0103,user,changed_aspects,changed aspects,4,120,18,7,25,26,1,27
creativity_0103,user,concerns,concerns,8,191,22,19,41,41,1,42
creativity_0103,user,future,future,4,139,24,12,36,18,2,20
creativity_0103,user,extra_comments,extra comments,1,16,2,0,2,3,0,3
creativity_0104,user,intro,intro,1,3,1,0,1,0,0,0
creativity_0104,user,basic_job_description,basic job description,10,182,18,8,26,41,1,42
creativity_0104,user,walkthrough,walkthrough,10,185,28,13,41,31,0,31
creativity_0104,user,project_example,project example,3,50,10,2,12,5,0,5
creativity_0104,user,dynamic,dynamic,17,356,46,35,81,63,1,64
creativity_0104,user,changed_aspects,changed aspects,0,0,0,0,0,0,0,0
creativity_0104,user,concerns,concerns,13,190,23,25,48,32,3,35
creativity_0104,user,future,future,9,195,27,17,44,30,1,31
creativity_0104,user,extra_comments,extra comments,1,5,1,0,1,0,0,0
creativity_0105,user,intro,intro,1,5,1,0,1,0,0,0
creativity_0105,user,basic_job_description,basic job description,1,48,5,1,6,17,0,17
creativity_0105,user,walkthrough,walkthrough,2,100,14,10,24,17,2,19
creativity_0105,user,project_example,project example,3,113,17,6,23,19,0,19
creativity_0105,user,dynamic,dynamic,1,32,7,2,9,3,0,3
creativity_0105,user,changed_aspects,changed aspects,2,60,7,5,12,9,0,9
creativity_0105,user,concerns,concerns,2,39,4,0,4,10,1,11
creativity_0105,user,future,future,5,96,10,7,17,17,0,17
creativity_0105,user,extra_comments,extra comments,1,8,0,1,1,1,0,1
creativity_0106,user,intro,intro,2,9,3,0,3,0,0,0
creativity_0106,user,basic_job_description,basic job description,5,94,10,8,18,17,0,17
creativity_0106,user,walkthrough,walkthrough,1,65,5,9,14,13,0,13
creativity_0106,user,project_example,project example,7,159,25,9,34,26,1,27
creativity_0106,user,dynamic,dynamic,3,104,17,6,23,17,0,17
creativity_0106,user,changed_aspects,changed aspects,4,93,10,13,23,15,0,15
creativity_0106,user,concerns,concerns,6,154,19,19,38,25,1,26
creativity_0106,user,future,future,4,112,19,7,26,10,0,10
creativity_0106,user,extra_comments,extra comments,7,174,25,12,37,24,1,25
creativity_0107,user,intro,intro,1,6,1,0,1,0,0,0
creativity_0107,user,basic_job_description,basic job description,3,52,4,5,9,9,0,9
creativity_0107,user,walkthrough,walkthrough,4,95,18,5,23,19,0,19
creativity_0107,user,project_example,project example,4,132,18,5,23,23,1,24
creativity_0107,user,dynamic,dynamic,1,49,7,3,10,10,0,10
creativity_0107,user,changed_aspects,changed aspects,4,88,15,5,20,15,1,16
creativity_0107,user,concerns,concerns,4,62,4,5,9,9,0,9
creativity_0107,user,future,future,2,60,11,4,15,13,1,14
creativity_0107,user,extra_comments,extra comments,1,8,1,1,2,0,0,0
creativity_0108,user,intro,intro,1,4,1,0,1,0,0,0
creativity_0108,user,basic_job_description,basic job description,1,18,2,1,3,3,0,3
creativity_0108,user,walkthrough,walkthrough,2,72,13,2,15,13,1,14
creativity_0108,user,project_example,project example,4,108,19,6,25,15,0,15
creativity_0108,user,dynamic,dynamic,2,62,6,5,11,12,0,12
creativity_0108,user,changed_aspects,changed aspects,3,89,13,8,21,13,0,13
creativity_0108,user,concerns,concerns,3,84,10,9,19,14,1,15
creativity_0108,user,future,future,2,55,12,3,15,6,0,6
creativity_0108,user,extra_comments,extra comments,1,12,2,0,2,2,0,2
creativity_0109,user,intro,intro,1,10,2,1,3,1,0,1
creativity_0109,user,basic_job_description,basic job description,5,59,9,3,12,13,0,13
creativity_0109,user,walkthrough,walkthrough,8,192,27,7,34,46,4,50
creativity_0109,user,project_example,project example,5,176,22,5,27,42,2,44
creativity_0109,user,dynamic,dynamic,3,115,17,9,26,14,1,15
creativity_0109,user,changed_aspects,changed aspects,5,167,22,12,34,27,0,27
creativity_0109,user,concerns,concerns,4,116,13,7,20,20,2,22
creativity_0109,user,future,future,2,107,16,9,25,14,1,15
creativity_0109,user,extra_comments,extra comments,1,8,2,1,3,0,0,0
creativity_0110,user,intro,intro,1,5,2,0,2,0,0,0
creativity_0110,user,basic_job_description,basic job description,3,76,12,2,14,22,1,23
creativity_0110,user,walkthrough,walkthrough,7,216,30,12,42,36,2,38
creativity_0110,user,project_example,project example,5,109,14,2,16,27,0,27
creativity_0110,user,dynamic,dynamic,3,54,9,4,13,7,1,8
creativity_0110,user,changed_aspects,changed aspects,4,120,23,7,30,14,0,14
creativity_0110,user,concerns,concerns,4,102,15,4,19,18,2,20
creativity_0110,user,future,future,2,46,9,3,12,7,1,8
creativity_0110,user,extra_comments,extra comments,2,9,0,1,1,2,0,2
creativity_0111,user,intro,intro,2,11,1,1,2,1,0,1
creativity_0111,user,basic_job_description,basic job description,3,72,7,0,7,25,0,25
creativity_0111,user,walkthrough,walkthrough,5,137,16,6,22,27,2,29
creativity_0111,user,project_example,project example,6,149,22,9,31,32,0,32
creativity_0111,user,dynamic,dynamic,7,117,15,4,19,19,1,20
creativity_0111,user,changed_aspects,changed aspects,3,61,13,3,16,7,0,7
creativity_0111,user,concerns,concerns,8,138,20,12,32,21,2,23
creativity_0111,user,future,future,4,74,11,3,14,13,1,14
creativity_0111,user,extra_comments,extra comments,4,59,8,3,11,12,1,13
creativity_0112,user,intro,intro,1,4,2,0,2,0,0,0
creativity_0112,user,basic_job_description,basic job description,6,119,12,6,18,35,0,35
creativity_0112,user,walkthrough,walkthrough,4,73,7,3,10,21,0,21
creativity_0112,user,project_example,project example,7,155,18,9,27,31,3,34
creativity_0112,user,dynamic,dynamic,4,143,23,8,31,17,1,18
creativity_0112,user,changed_aspects,changed aspects,4,81,10,5,15,14,0,14
creativity_0112,user,concerns,concerns,7,174,29,14,43,36,2,38
creativity_0112,user,future,future,5,112,17,7,24,21,2,23
creativity_0112,user,extra_comments,extra comments,1,2,0,0,0,0,0,0
creativity_0113,user,intro,intro,2,6,1,0,1,1,0,1
creativity_0113,user,basic_job_description,basic job description,17,266,30,9,39,65,4,69
creativity_0113,user,walkthrough,walkthrough,10,185,27,11,38,37,3,40
creativity_0113,user,project_example,project example,5,95,10,8,18,18,1,19
creativity_0113,user,dynamic,dynamic,5,126,12,10,22,21,2,23
creativity_0113,user,changed_aspects,changed aspects,10,150,19,11,30,31,2,33
creativity_0113,user,concerns,concerns,11,211,23,20,43,31,1,32
creativity_0113,user,future,future,9,158,22,7,29,34,1,35
creativity_0113,user,extra_comments,extra comments,2,32,2,2,4,7,0,7
creativity_0114,user,intro,intro,2,6,2,0,2,1,0,1
creativity_0114,user,basic_job_description,basic job description,3,38,4,1,5,15,0,15
creativity_0114,user,walkthrough,walkthrough,4,68,14,1,15,16,0,16
creativity_0114,user,project_example,project example,5,107,13,3,16,22,0,22
creativity_0114,user,dynamic,dynamic,3,40,4,2,6,6,0,6
creativity_0114,user,changed_aspects,changed aspects,2,22,2,1,3,4,0,4
creativity_0114,user,concerns,concerns,3,50,6,4,10,9,0,9
creativity_0114,user,future,future,3,23,5,2,7,3,1,4
creativity_0114,user,extra_comments,extra comments,3,8,0,1,1,1,0,1
creativity_0115,user,intro,intro,2,6,2,0,2,0,0,0
creativity_0115,user,basic_job_description,basic job description,4,99,11,2,13,25,0,25
creativity_0115,user,walkthrough,walkthrough,4,161,23,10,33,30,0,30
creativity_0115,user,project_example,project example,11,240,35,20,55,44,0,44
creativity_0115,user,dynamic,dynamic,6,171,21,10,31,33,5,38
creativity_0115,user,changed_aspects,changed aspects,8,225,28,17,45,44,1,45
creativity_0115,user,concerns,concerns,9,207,29,15,44,41,3,44
creativity_0115,user,future,future,4,182,18,15,33,41,0,41
creativity_0115,user,extra_comments,extra comments,3,108,15,8,23,11,1,12
creativity_0116,user,intro,intro,2,6,1,0,1,1,0,1
creativity_0116,user,basic_job_description,basic job description,4,97,14,9,23,18,0,18
creativity_0116,user,walkthrough,walkthrough,5,145,20,11,31,34,6,40
creativity_0116,user,project_example,project example,6,161,13,10,23,31,4,35
creativity_0116,user,dynamic,dynamic,4,110,17,9,26,18,0,18
creativity_0116,user,changed_aspects,changed aspects,4,80,10,9,19,16,3,19
creativity_0116,user,concerns,concerns,4,131,13,6,19,33,2,35
creativity_0116,user,future,future,4,112,13,11,24,22,2,24
creativity_0116,user,extra_comments,extra comments,1,14,3,1,4,0,0,0
creativity_0117,user,intro,intro,1,5,2,0,2,0,0,0
creativity_0117,user,basic_job_description,basic job description,4,57,7,4,11,8,4,12
creativity_0117,user,walkthrough,walkthrough,12,193,33,9,42,42,4,46
creativity_0117,user,project_example,project example,2,35,6,0,6,6,0,6
creativity_0117,user,dynamic,dynamic,12,202,21,13,34,26,1,27
creativity_0117,user,changed_aspects,changed aspects,0,0,0,0,0,0,0,0
creativity_0117,user,concerns,concerns,0,0,0,0,0,0,0,0
creativity_0117,user,future,future,4,74,10,5,15,13,1,14
creativity_0117,user,extra_comments,extra comments,1,4,1,0,1,0,0,0
creativity_0118,user,intro,intro,1,2,0,0,0,0,0,0
creativity_0118,user,basic_job_description,basic job description,8,174,29,7,36,32,4,36
creativity_0118,user,walkthrough,walkthrough,6,127,19,5,24,24,0,24
creativity_0118,user,project_example,project example,5,98,18,3,21,21,1,22
creativity_0118,user,dynamic,dynamic,5,101,10,8,18,14,1,15
creativity_0118,user,changed_aspects,changed aspects,3,39,7,0,7,6,1,7
creativity_0118,user,concerns,concerns,4,32,5,2,7,2,0,2
creativity_0118,user,future,future,4,94,17,4,21,14,0,14
creativity_0118,user,extra_comments,extra comments,1,2,0,0,0,0,0,0
creativity_0119,user,intro,intro,1,5,2,0,2,0,0,0
creativity_0119,user,basic_job_description,basic job description,3,53,8,1,9,13,0,13
creativity_0119,user,walkthrough,walkthrough,9,220,22,16,38,39,5,44
creativity_0119,user,project_example,project example,3,66,10,4,14,14,0,14
creativity_0119,user,dynamic,dynamic,3,47,5,3,8,7,0,7
creativity_0119,user,changed_aspects,changed aspects,3,56,7,4,11,11,2,13
creativity_0119,user,concerns,concerns,8,242,31,13,44,36,1,37
creativity_0119,user,future,future,5,148,22,9,31,26,0,26
creativity_0119,user,extra_comments,extra comments,4,60,6,5,11,10,2,12
creativity_0120,user,intro,intro,1,7,2,0,2,1,0,1
creativity_0120,user,basic_job_description,basic job description,2,51,7,2,9,11,0,11
creativity_0120,user,walkthrough,walkthrough,2,54,10,2,12,10,0,10
creativity_0120,user,project_example,project example,3,74,8,4,12,13,1,14
creativity_0120,user,dynamic,dynamic,3,53,6,1,7,10,0,10
creativity_0120,user,changed_aspects,changed aspects,5,99,17,9,26,15,2,17
creativity_0120,user,concerns,concerns,2,53,8,5,13,5,0,5
creativity_0120,user,future,future,4,133,19,11,30,20,1,21
creativity_0120,user,extra_comments,extra comments,1,8,1,1,2,0,0,0
creativity_0121,user,intro,intro,2,10,2,1,3,0,0,0
creativity_0121,user,basic_job_description,basic job description,12,229,36,18,54,32,0,32
creativity_0121,user,walkthrough,walkthrough,16,333,55,23,78,48,1,49
creativity_0121,user,project_example,project example,5,94,16,8,24,11,0,11
creativity_0121,user,dynamic,dynamic,6,136,20,10,30,21,1,22
creativity_0121,user,changed_aspects,changed aspects,5,59,12,5,17,8,0,8
creativity_0121,user,concerns,concerns,9,188,24,13,37,33,3,36
creativity_0121,user,future,future,8,181,32,9,41,33,2,35
creativity_0121,user,extra_comments,extra comments,6,149,19,12,31,25,0,25
creativity_0122,user,intro,intro,2,14,2,1,3,2,0,2
creativity_0122,user,basic_job_description,basic job description,7,97,9,6,15,26,0,26
creativity_0122,user,walkthrough,walkthrough,5,117,17,8,25,18,0,18
creativity_0122,user,project_example,project example,6,153,17,9,26,30,1,31
creativity_0122,user,dynamic,dynamic,4,84,14,5,19,11,0,11
creativity_0122,user,changed_aspects,changed aspects,4,115,19,10,29,12,1,13
creativity_0122,user,concerns,concerns,6,137,20,13,33,22,1,23
creativity_0122,user,future,future,4,81,16,5,21,12,0,12
creativity_0122,user,extra_comments,extra comments,1,10,1,1,2,0,0,0
creativity_0123,user,intro,intro,2,10,2,1,3,1,0,1
creativity_0123,user,basic_job_description,basic job description,8,112,11,4,15,31,7,38
creativity_0123,user,walkthrough,walkthrough,11,229,26,16,42,46,2,48
creativity_0123,user,project_example,project example,20,255,33,18,51,50,3,53
creativity_0123,user,dynamic,dynamic,11,199,22,16,38,30,9,39
creativity_0123,user,changed_aspects,changed aspects,7,89,16,6,22,11,1,12
creativity_0123,user,concerns,concerns,12,226,31,22,53,38,0,38
creativity_0123,user,future,future,6,119,15,11,26,21,0,21
creativity_0123,user,extra_comments,extra comments,4,56,6,6,12,10,1,11
creativity_0124,user,intro,intro,4,49,6,5,11,7,0,7
creativity_0124,user,basic_job_description,basic job description,8,112,12,4,16,23,0,23
creativity_0124,user,walkthrough,walkthrough,3,142,16,3,19,38,0,38
creativity_0124,user,project_example,project example,5,140,19,5,24,26,0,26
creativity_0124,user,dynamic,dynamic,2,73,11,2,13,16,1,17
creativity_0124,user,changed_aspects,changed aspects,4,119,20,4,24,21,2,23
creativity_0124,user,concerns,concerns,3,70,9,4,13,13,1,14
creativity_0124,user,future,future,2,59,10,2,12,9,1,10
creativity_0124,user,extra_comments,extra comments,5,125,11,10,21,22,2,24
